"","Protein.Group","Protein.ID","Accession","X.10lgP","Coverage....","Coverage.....Sample.1","Coverage.....Sample.2","Coverage.....Sample.3","Coverage.....Sample.4","Coverage.....Sample.5","Coverage.....Sample.6","Coverage.....Sample.7","Coverage.....Sample.8","Coverage.....Sample.9","Coverage.....Sample.10","Coverage.....Sample.11","Coverage.....Sample.12","Coverage.....Sample.13","Coverage.....Sample.14","Coverage.....Sample.15","Coverage.....Sample.16","Coverage.....Sample.17","Coverage.....Sample.18","Coverage.....Sample.19","Coverage.....Sample.20","Coverage.....Sample.21","Coverage.....Sample.22","Coverage.....Sample.23","Coverage.....Sample.24","Coverage.....Sample.25","Coverage.....Sample.26","Coverage.....Sample.27","Coverage.....Sample.28","Coverage.....Sample.29","Coverage.....Sample.30","Coverage.....Sample.31","Coverage.....Sample.32","Coverage.....Sample.33","BT_1","BT_2","BT_3","BT_4","BT_5","BT_6","BT_7","BT_8","BT_9","BT_10","BT_11","BT_12","BT_13","BT_14","CJK_1","CJK_2","CJK_3","CJK_4","CJK_5","CJK_6","CJK_7","CJK_8","CJK_9","CJK_10","CJK_11","CJK_12","CJK_13","CJK_14","CJK_16","CJK_17","CJK_18","CJK_19","CJK_20","X.Peptides","X.Unique","X.Spec.Sample.1","X.Spec.Sample.2","X.Spec.Sample.3","X.Spec.Sample.4","X.Spec.Sample.5","X.Spec.Sample.6","X.Spec.Sample.7","X.Spec.Sample.8","X.Spec.Sample.9","X.Spec.Sample.10","X.Spec.Sample.11","X.Spec.Sample.12","X.Spec.Sample.13","X.Spec.Sample.14","X.Spec.Sample.15","X.Spec.Sample.16","X.Spec.Sample.17","X.Spec.Sample.18","X.Spec.Sample.19","X.Spec.Sample.20","X.Spec.Sample.21","X.Spec.Sample.22","X.Spec.Sample.23","X.Spec.Sample.24","X.Spec.Sample.25","X.Spec.Sample.26","X.Spec.Sample.27","X.Spec.Sample.28","X.Spec.Sample.29","X.Spec.Sample.30","X.Spec.Sample.31","X.Spec.Sample.32","X.Spec.Sample.33","PTM","Avg..Mass","Description...",Gene_id
"1",10,181,"Q09666|AHNK_HUMAN",585.27,73,56,52,56,50,55,56,56,54,52,48,52,50,58,53,43,24,49,41,48,36,51,36,49,43,51,37,36,40,32,42,42,32,45,3208900000,2374900000,2880800000,1909900000,3236700000,3255400000,3441100000,2.948e+09,2548700000,1770600000,2411100000,2.038e+09,3105200000,2409800000,2296400000,201810000,5520600000,1276900000,3526700000,1.872e+09,5389500000,1.107e+09,5.859e+09,3463400000,7258500000,1182700000,2700500000,2351600000,1754100000,1.479e+09,1692100000,595420000,1666300000,475,475,628,506,478,405,590,506,572,538,488,399,432,459,606,522,333,161,455,301,444,297,503,329,489,418,516,272,370,266,226,330,302,231,334,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",629114,"Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2",AHNAK
"28",9,68,"P62736|ACTA_HUMAN",439.95,93,79,87,91,85,92,91,82,85,78,87,85,87,77,92,73,68,88,71,75,77,82,77,71,79,73,57,63,78,77,82,87,72,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,318,271,335,350,296,278,278,334,274,336,311,320,317,344,452,340,430,373,520,541,552,536,494,456,591,369,483,518,539,519,528,484,720,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",42009,"Actin  aortic smooth muscle OS=Homo sapiens OX=9606 GN=ACTA2 PE=1 SV=1",ACTA2
"29",54,168,"P07900|HS90A_HUMAN",438.13,73,52,50,55,51,51,52,56,47,56,60,52,50,58,52,53,43,60,50,54,50,57,40,56,48,58,39,60,59,51,57,55,43,48,229690000,133390000,421210000,291240000,262730000,250680000,289670000,174650000,266290000,197420000,307600000,141550000,241750000,204960000,779470000,89229000,1349100000,207070000,1020200000,470120000,1139500000,64333000,1333400000,560930000,1.542e+09,246980000,442370000,612400000,510070000,392920000,411050000,201920000,377870000,67,39,131,95,148,120,134,116,131,116,146,109,134,104,127,121,141,73,154,87,158,89,143,67,158,118,193,97,112,104,102,116,103,93,104,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",84660,"Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5",HSP90AA1
"30",65,88,"P55072|TERA_HUMAN",437.83,78,55,64,60,62,58,57,59,60,53,53,57,58,59,65,43,35,44,43,50,43,40,33,54,49,48,44,44,54,49,51,48,49,50,494980000,409760000,780590000,544370000,507330000,491310000,556550000,398820000,472490000,394440000,654080000,357160000,435740000,449830000,507590000,140440000,1095400000,376200000,501820000,760710000,705580000,212270000,1041800000,950170000,890490000,294830000,539090000,1036800000,710580000,432190000,779620000,301270000,446480000,91,91,124,121,132,122,126,110,124,106,109,110,118,111,104,119,62,51,88,72,79,70,78,94,98,99,89,55,102,82,78,77,71,75,68,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",89322,"Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4",VCP
"31",5,11,"P04406|G3P_HUMAN",437.75,99,82,86,86,82,87,87,91,83,87,83,87,87,86,82,79,71,79,76,79,77,82,77,76,78,74,75,77,76,76,86,80,77,87,7499100000,4738700000,1.2655e+10,7709100000,1.0572e+10,9536900000,1.2918e+10,8.882e+09,1.0836e+10,1.0838e+10,1.0793e+10,5663600000,8005100000,5739800000,2.1452e+10,4704300000,2.9691e+10,8867400000,1.5595e+10,1.6802e+10,2.2394e+10,9312300000,3.0774e+10,3.0955e+10,2.3835e+10,9.933e+09,1.3375e+10,2.6376e+10,2.6572e+10,1.4456e+10,2.8195e+10,1.064e+10,1.3551e+10,48,47,371,287,459,360,447,356,483,389,449,434,434,314,376,315,513,365,603,327,480,383,581,596,629,663,638,413,503,712,737,597,760,461,553,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",36053,"Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3",GAPDH
"32",142,85,"P08123|CO1A2_HUMAN",437.23,79,52,45,46,12,55,54,32,35,39,35,42,36,29,9,29,7,32,9,31,8,32,3,37,13,31,5,25,15,5,32,12,25,19,403740000,245650000,394300000,15118000,746220000,459070000,195170000,149140000,165620000,122200000,226170000,166510000,106250000,13642000,287560000,2333200,519610000,13626000,478750000,8057300,598020000,1802700,531940000,48788000,873930000,10457000,230970000,54648000,19934000,144730000,28823000,93491000,86745000,77,76,91,65,84,11,116,92,53,51,55,39,55,64,36,9,48,7,58,10,60,10,58,3,61,23,75,6,42,20,8,45,13,41,22,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",129314,"Collagen alpha-2(I) chain OS=Homo sapiens OX=9606 GN=COL1A2 PE=1 SV=7",COL1A2
"33",50,106,"P18206|VINC_HUMAN",436.56,76,57,53,51,56,50,52,51,54,51,52,55,48,49,53,48,47,52,54,50,51,52,52,53,53,50,50,42,49,47,49,52,49,54,907430000,856900000,1189500000,1112900000,838790000,1425700000,720420000,766120000,695730000,875150000,901040000,760570000,637270000,851200000,858260000,313140000,2040200000,747150000,999110000,1427500000,1778800000,781700000,1842400000,1835400000,2466600000,1098600000,901700000,1425300000,1048400000,573850000,1045300000,400350000,723730000,96,96,155,150,160,165,145,174,119,141,126,143,138,134,115,148,88,88,134,124,131,147,161,175,144,165,137,126,106,105,108,99,127,84,115,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",123799,"Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4",VCL
"34",56,47,"P08133|ANXA6_HUMAN",435.94,87,73,68,75,73,71,73,66,67,67,74,68,67,71,75,56,56,64,64,67,63,65,60,64,63,65,64,59,65,64,67,59,56,65,663830000,501690000,1255100000,651280000,588670000,763440000,811470000,723490000,672770000,767210000,844760000,545290000,484440000,622490000,874900000,277530000,1724500000,558880000,1153500000,1253800000,1500800000,737050000,1680500000,1.83e+09,2338700000,941950000,630090000,1800300000,1179300000,662570000,1234700000,493020000,836380000,79,79,127,119,154,105,129,110,112,122,105,138,120,116,98,123,102,81,121,93,150,123,127,155,129,148,144,108,96,128,111,108,110,88,90,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",75873,"Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3;",ANXA6
"35",34,39,"P14625|ENPL_HUMAN",433.5,88,58,61,62,58,54,59,59,60,59,60,59,57,59,59,51,49,60,54,59,52,62,57,66,68,63,53,59,64,62,59,54,55,59,1120600000,858320000,1472900000,1522800000,1054700000,1463900000,1433600000,1584400000,1070700000,1279700000,1296700000,974720000,1183400000,1506100000,1613600000,378560000,3005700000,869630000,1540700000,2097100000,2473500000,1663500000,3664500000,3161300000,2817300000,1108500000,2066400000,2561200000,2735900000,1435400000,2.329e+09,987720000,2.053e+09,91,89,162,130,164,173,143,157,154,182,142,164,137,139,163,170,110,98,148,117,146,143,149,275,188,199,196,99,149,175,203,151,151,119,180,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",92469,"Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1;",HSP90B1
"36",30,32,"P07237|PDIA1_HUMAN",430.42,86,74,76,74,75,75,74,77,77,73,79,74,75,82,74,59,61,68,61,69,60,68,61,69,68,60,59,58,66,68,72,67,62,72,2077200000,1427300000,3085100000,2622100000,2228100000,2608100000,2943800000,2441200000,2269700000,2517800000,2476500000,1.624e+09,1943100000,1795300000,2824500000,488600000,4990900000,1.282e+09,3109300000,2619400000,4232600000,1814800000,5.735e+09,4940700000,5843400000,1328500000,2477500000,4485200000,4638800000,2143100000,3078600000,1101900000,3194300000,63,63,177,165,185,202,183,183,180,195,175,192,171,168,170,160,131,90,163,119,159,145,171,240,193,191,204,114,123,163,193,136,139,122,195,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",57116,"Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3",P4HB
"37",40,82,"P02545|LMNA_HUMAN",427.43,85,66,60,69,66,68,70,64,66,66,59,65,65,66,65,48,52,57,54,57,52,54,56,57,54,62,56,54,53,54,52,54,53,55,956740000,930610000,1043400000,1022300000,955730000,1302800000,1248900000,1197200000,1018700000,814770000,1162800000,876380000,933490000,944600000,1.193e+09,320250000,2467700000,996580000,1.653e+09,1824400000,2931300000,1617500000,4637100000,2455600000,5465200000,1285300000,1.995e+09,1884800000,1776300000,988440000,1384600000,605430000,1479600000,94,92,158,153,160,159,149,174,165,170,158,128,157,152,157,159,93,89,116,132,120,131,135,177,173,147,176,133,151,111,116,103,124,91,121,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",74140,"Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1",LMNA
"38",84,54,"Q14764|MVP_HUMAN",427.41,85,65,61,64,60,62,65,58,58,67,56,66,64,63,60,58,51,66,57,60,57,64,35,63,61,58,53,58,50,33,56,49,49,55,389420000,276850000,347560000,246050000,311110000,315050000,296210000,197540000,292070000,151410000,392030000,300310000,235770000,170320000,5515500000,120040000,623450000,114150000,891650000,329330000,1199600000,96300000,597660000,364250000,1416100000,232770000,891180000,214630000,117320000,183640000,108090000,116310000,157540000,71,71,101,80,86,62,77,81,89,56,75,55,99,98,75,56,66,44,92,61,91,68,91,50,96,72,118,69,79,50,40,61,38,52,59,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",99327,"Major vault protein OS=Homo sapiens OX=9606 GN=MVP PE=1 SV=4",MVP
"39",8,67,"P68133|ACTS_HUMAN",424.67,93,77,87,91,91,86,85,78,77,76,87,84,87,77,86,67,68,76,59,69,72,76,65,65,74,72,45,63,72,66,75,87,66,73,0,64345000,73875000,194700000,3577000,68327000,122180000,9136000,33401000,89026000,46967000,85792000,32250000,169020000,NA,8318300,NA,NA,0,0,NA,NA,1112600,2281000,0,NA,26891000,0,NA,22524000,0,21610000,61768000,50,6,334,336,367,419,330,326,310,403,297,377,336,354,365,420,450,350,436,397,499,551,530,542,492,459,563,375,488,499,551,535,561,499,746,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",42051,"Actin  alpha skeletal muscle OS=Homo sapiens OX=9606 GN=ACTA1 PE=1 SV=1",ACTA1
"40",11,253,"P63267|ACTH_HUMAN",422.81,93,75,84,82,82,83,82,73,75,74,84,82,84,74,83,69,65,79,61,66,68,78,68,61,69,69,48,54,69,68,72,78,63,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,706140,44,1,315,270,331,346,293,275,274,331,273,334,307,319,314,341,449,337,422,363,513,536,548,529,485,446,586,365,476,504,525,507,518,474,676,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",41877,"Actin  gamma-enteric smooth muscle OS=Homo sapiens OX=9606 GN=ACTG2 PE=1 SV=1",ACTG2
"41",48,12,"Q07065|CKAP4_HUMAN",421.77,88,66,73,65,69,69,69,68,69,70,70,72,72,76,72,54,47,56,51,54,53,60,60,53,55,61,48,54,54,53,57,55,59,61,1139600000,1299900000,1744600000,1383700000,1227800000,1480500000,1782500000,1.34e+09,1440900000,1247800000,2166600000,1350400000,1370900000,1.336e+09,1057500000,196250000,1741900000,421700000,1099200000,941300000,1826200000,1077500000,2417500000,1664400000,2308500000,669700000,1258200000,1.432e+09,1448700000,967140000,1022800000,722290000,1310900000,68,67,149,172,152,164,148,153,160,149,151,152,183,164,156,167,90,74,108,68,109,101,112,200,124,126,116,78,124,105,124,112,89,123,106,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",66023,"Cytoskeleton-associated protein 4 OS=Homo sapiens OX=9606 GN=CKAP4 PE=1 SV=2;",CKAP4
"42",62,30,"P30101|PDIA3_HUMAN",421.45,79,68,67,69,70,64,66,63,69,63,68,63,67,66,66,49,54,60,57,51,50,57,63,56,62,66,56,48,62,61,58,56,63,65,1267700000,1051500000,1623800000,1287800000,1225800000,1411100000,1.447e+09,1303400000,1175800000,1.324e+09,1472400000,955410000,1196800000,1237800000,1345900000,404110000,2665600000,802980000,1698300000,1.307e+09,2024600000,1115700000,3115900000,2.069e+09,2869400000,788190000,1.172e+09,1983400000,1595700000,1194700000,1541300000,681720000,1531500000,54,54,123,114,116,116,111,126,113,119,109,121,114,101,118,119,81,74,115,72,93,76,101,168,117,117,103,64,94,96,85,92,79,85,105,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",56782,"Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4;",PDIA3
"43",82,131,"Q14697|GANAB_HUMAN",421.37,82,54,36,64,52,58,52,43,45,55,47,54,47,51,55,42,43,59,51,44,51,50,44,54,44,49,49,44,62,56,57,60,39,60,233230000,163300000,347340000,285270000,274590000,316530000,275630000,261600000,228570000,205390000,229330000,175690000,260170000,210310000,869340000,123490000,1350300000,454500000,646320000,828500000,892020000,402060000,1151200000,681210000,1077900000,465820000,424790000,897370000,718050000,352880000,813540000,229400000,450260000,60,60,69,47,81,69,77,67,60,65,63,58,60,62,74,67,60,39,82,80,66,79,75,110,99,76,79,70,87,81,67,77,88,58,74,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",106874,"Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=3;",GANAB
"44",14,76,"P11021|BIP_HUMAN",420.53,74,67,67,67,67,69,69,66,69,61,69,67,67,69,70,63,62,63,62,56,62,63,65,66,63,62,62,62,63,68,64,61,61,64,1484300000,991010000,1683200000,1434400000,1121100000,1554600000,1706200000,1871900000,1318600000,1265800000,1557100000,1048100000,1569200000,1855200000,2006100000,408570000,2929100000,1004200000,2014300000,2.035e+09,2774900000,2468600000,4383200000,2631400000,2714300000,1433700000,1793600000,2556500000,2176700000,1482200000,2042100000,855990000,2058300000,64,62,324,171,350,255,246,255,308,311,277,211,284,222,316,303,236,154,231,153,233,221,190,297,198,218,150,187,247,187,196,194,177,166,197,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",72333,"Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2;",HSPA5
"45",58,58,"Q16555|DPYL2_HUMAN",419.26,88,62,70,63,72,66,64,60,64,61,64,56,64,60,67,64,57,60,58,53,57,53,55,59,56,64,60,57,62,58,59,58,59,61,1037500000,1205500000,1106200000,1309200000,1156300000,1445300000,1261100000,1169300000,943180000,1125500000,929630000,952420000,1166300000,1034500000,873010000,255690000,1834200000,718700000,1384800000,1110900000,2338600000,594720000,2486300000,1880400000,3179700000,778980000,1139300000,1837200000,1087900000,760830000,975260000,375580000,748980000,48,42,124,140,124,137,127,143,129,141,123,139,109,138,136,137,64,67,95,83,84,98,99,101,112,127,142,90,85,101,89,98,80,63,95,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",62294,"Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1",DPYSL2
"46",74,91,"Q7KZF4|SND1_HUMAN",417.19,81,60,53,61,58,59,59,58,58,55,55,59,54,55,55,50,50,55,54,52,54,61,49,52,59,57,58,53,56,58,55,50,43,57,258840000,151290000,408900000,272530000,302580000,330770000,263320000,291930000,254320000,299570000,299790000,177630000,146920000,196270000,304400000,105010000,673600000,189570000,374410000,683700000,499710000,183980000,715710000,787700000,791310000,352450000,432880000,798730000,709700000,266840000,429650000,173660000,322320000,76,76,76,59,94,85,78,89,78,84,85,91,90,68,64,71,62,54,96,63,88,87,98,74,108,112,98,80,92,82,90,83,80,49,77,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",101997,"Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1",SND1
"47",73,90,"P22314|UBA1_HUMAN",416.91,79,63,55,63,53,54,55,53,52,57,49,47,51,53,52,29,37,44,46,35,51,48,33,39,50,40,43,38,59,49,43,43,43,46,514810000,377550000,780210000,564760000,413050000,474740000,486800000,358830000,394100000,382400000,429070000,246090000,280320000,319770000,381820000,85921000,882200000,281990000,500270000,466030000,721300000,153660000,696750000,426310000,610220000,194390000,265060000,561350000,376590000,267550000,414500000,169510000,265800000,67,67,121,82,122,97,89,96,92,81,82,77,81,69,81,78,55,41,96,69,77,87,94,79,89,81,65,51,48,119,68,68,80,69,68,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",117849,"Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3;",UBA1
"48",83,160,"Q9P2E9|RRBP1_HUMAN",414.17,65,30,31,34,34,34,36,35,33,33,34,31,25,32,32,29,24,34,31,31,29,32,24,30,29,33,28,29,32,36,33,30,31,31,215800000,186140000,315400000,231820000,252450000,303950000,333690000,325770000,226250000,232790000,350340000,188130000,223660000,226960000,278910000,38128000,570630000,100880000,417070000,231090000,608610000,123160000,664270000,381610000,1.041e+09,145260000,308620000,469570000,402870000,205780000,206010000,130090000,231510000,108,108,75,74,83,75,85,89,80,79,68,76,82,67,73,83,64,41,82,47,81,70,82,55,75,71,105,53,68,64,72,57,56,52,53,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",152456,"Ribosome-binding protein 1 OS=Homo sapiens OX=9606 GN=RRBP1 PE=1 SV=5;",RRBP1
"49",130,119,"Q92616|GCN1_HUMAN",413.98,63,18,11,29,18,24,22,19,17,20,19,18,12,19,16,26,16,29,18,19,21,21,11,19,18,22,20,17,26,25,22,25,23,24,51392000,28566000,113050000,61612000,71522000,74641000,81329000,56161000,91146000,55663000,83920000,27914000,38905000,45893000,265970000,72704000,332960000,80491000,137980000,312160000,145980000,20474000,119410000,1.69e+08,172190000,136190000,102490000,216880000,208930000,97438000,202490000,107470000,105650000,141,141,40,22,64,41,55,58,47,42,46,51,44,28,39,36,75,36,91,48,64,67,58,29,59,65,64,64,59,68,67,68,68,78,66,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",292756,"eIF-2-alpha kinase activator GCN1 OS=Homo sapiens OX=9606 GN=GCN1 PE=1 SV=6",GCN1
"50",124,238,"P02751|FINC_HUMAN",413.92,57,16,10,17,13,15,16,12,16,15,15,11,13,11,12,23,21,29,24,17,26,23,14,26,34,14,18,15,31,31,19,24,19,26,69162000,47517000,76531000,42706000,54258000,116770000,110940000,102980000,83097000,68400000,102780000,36564000,37505000,42580000,396650000,110170000,707490000,194730000,376260000,549290000,393160000,103440000,477080000,625430000,344260000,175370000,184940000,766340000,687340000,180510000,345480000,179640000,330760000,97,97,30,22,29,26,24,36,30,33,34,32,24,23,20,28,71,60,94,74,61,92,71,56,75,113,43,61,55,76,94,56,64,65,85,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",272318,"Fibronectin OS=Homo sapiens OX=9606 GN=FN1 PE=1 SV=5",FN1
"51",21,41,"P07355|ANXA2_HUMAN",411.79,94,84,85,75,75,83,76,73,81,77,81,75,77,79,77,54,55,64,61,68,58,68,65,65,61,72,56,64,63,63,62,65,63,68,4302800000,3046300000,5229900000,2.5e+09,5278800000,3621400000,4766200000,4032600000,4126100000,2506300000,4268900000,2820200000,4.174e+09,3369900000,5375400000,1058300000,1.1042e+10,3021600000,7356200000,7363900000,9348700000,3867700000,8921700000,5684200000,1.1971e+10,4160300000,4970200000,6529300000,4685100000,3357900000,4200300000,3481600000,4162600000,60,60,217,206,196,146,238,168,180,189,176,171,169,175,197,203,203,114,256,155,258,207,262,245,200,190,328,199,240,244,201,168,164,205,203,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",38604,"Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2",ANXA2
"52",94,107,"Q9NZM1|MYOF_HUMAN",411.04,69,36,26,26,33,35,37,24,26,26,25,20,20,31,32,29,17,37,28,32,26,36,25,31,25,30,21,28,27,26,26,18,15,23,173820000,103060000,107510000,146100000,165410000,257820000,124650000,90158000,123230000,95998000,62749000,53662000,154750000,156700000,280480000,40194000,661870000,167410000,294160000,331900000,462350000,161920000,474860000,244100000,381930000,167570000,256760000,311450000,363110000,134170000,120070000,65999000,118810000,133,131,85,65,56,72,85,94,52,50,62,59,34,45,89,82,73,50,100,68,82,68,91,90,93,70,72,55,85,59,57,64,43,34,62,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",234706,"Myoferlin OS=Homo sapiens OX=9606 GN=MYOF PE=1 SV=1;",MYOF
"53",63,73,"P00558|PGK1_HUMAN",409.6,85,68,72,73,72,71,70,78,74,70,72,68,75,74,67,60,52,68,57,68,58,72,60,65,74,72,55,65,68,64,72,66,64,70,799820000,489600000,1597900000,1301800000,905080000,771390000,1445700000,1428300000,1139100000,1610800000,1122800000,692190000,1151300000,782890000,830030000,315480000,1428700000,441400000,1116700000,896390000,1596400000,493250000,3153300000,2908600000,1876600000,505750000,1159800000,2303800000,2057600000,1.779e+09,2373800000,617120000,1304100000,48,43,97,97,126,122,109,88,122,139,112,153,100,94,117,110,66,68,87,67,85,59,105,133,131,139,93,63,79,124,117,121,142,106,134,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",44615,"Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3",PGK1
"54",33,50,"P08758|ANXA5_HUMAN",409.05,95,83,81,83,83,88,88,83,83,80,89,80,83,83,85,71,73,71,73,74,75,73,72,74,73,77,73,75,71,73,76,76,73,76,2397200000,1587200000,3850700000,2846200000,2822300000,3506100000,2574100000,2670100000,2082400000,2.239e+09,2271100000,1729800000,2183900000,2191500000,2088400000,846790000,4685500000,1940600000,2341800000,3330500000,3289700000,1250700000,4061600000,4931800000,5759700000,1845800000,2659100000,4495500000,3856400000,2.427e+09,3664600000,977290000,2099800000,48,47,132,120,161,133,151,158,127,143,111,124,125,108,131,130,133,133,203,139,163,161,188,229,194,160,253,126,192,203,188,153,171,112,150,"Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",35937,"Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2;",ANXA5
"55",60,26,"P26038|MOES_HUMAN",408.74,83,61,58,63,62,59,59,62,59,55,63,65,55,60,60,56,47,57,53,61,51,60,53,63,60,63,55,60,56,55,59,50,56,57,463280000,304130000,644920000,399820000,412720000,394950000,548680000,414140000,458410000,395970000,626670000,304770000,392820000,347730000,432400000,77662000,914320000,163450000,605350000,408540000,957270000,202030000,1118100000,640430000,1529800000,253960000,586680000,5.11e+08,429650000,390750000,395220000,202380000,358100000,65,50,129,96,124,108,109,102,112,110,108,112,124,97,111,97,95,76,122,72,127,93,133,115,125,109,135,87,105,88,92,110,85,94,97,"Carboxymethyl; Deamidation (NQ); Oxidation (M)",67820,"Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3;",MSN
"56",122,56,"O00410|IPO5_HUMAN",408.67,79,49,26,48,35,51,41,40,35,35,31,39,33,49,34,35,25,40,32,36,41,39,20,41,36,36,29,34,32,33,37,34,28,36,330640000,129900000,353130000,147580000,290890000,186510000,210430000,402770000,175660000,120620000,272870000,111260000,191200000,147270000,336730000,94648000,536150000,1.58e+08,216390000,370380000,273910000,60535000,330220000,598690000,317650000,145660000,146830000,274800000,224100000,193780000,202460000,116130000,146990000,63,63,63,29,60,36,54,41,48,32,44,26,59,30,56,35,60,43,74,52,57,79,71,34,71,54,66,42,47,46,49,55,52,45,43,"Carboxymethyl; Deamidation (NQ); Acetylation (Protein N-term); Oxidation (M)",123630,"Importin-5 OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=4",IPO5
"57",57,301,"P50454|SERPH_HUMAN",408.02,81,76,72,69,69,71,69,69,69,68,72,68,72,76,69,62,61,64,62,63,62,61,61,65,64,65,62,61,64,64,64,63,61,69,1909400000,1199400000,2137300000,1.436e+09,1912300000,1839900000,1802300000,1404900000,1656300000,1284600000,2.318e+09,1447700000,1579200000,1377900000,2134300000,566200000,4446800000,954640000,2726800000,2265300000,3422700000,1361800000,4691300000,2116600000,5572800000,870950000,1983500000,2200400000,1298600000,1375600000,1354800000,957400000,2213700000,42,42,140,94,131,111,129,121,129,115,116,106,129,129,125,117,95,86,116,84,108,105,117,212,150,112,149,69,89,91,86,87,84,85,139,"Deamidation (NQ); Oxidation (M)",46441,"Serpin H1 OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=2;;",SERPINH1
